ProductReference,CompanyID,CompanyName,CompanyTypeID,CompanyType,Sequence,Address1,Address2,Address3,CityName,StateName,Zip,CountryName,Phone1,Phone2,Fax1,Fax2,MainEmail,WebAddress
35671,75579,Trilogy Capital Advisors LLC,1,Management Firm,1,444 West 47th Street,Suite 315,Kansas City,None,Missouri,64112,United States,+1 816 531 9396,,+1 816 531 9898,,,www.trilogycapital.com
35673,75581,VK Associates,1,Management Firm,1,17 Battery Place,,,New York,New York,10004,United States,+1 212 709 9478,,+1 212 709 9398,,,www.Waccess.com
39878,75582,Wall Street Access Advanced Strategies LLC,1,Management Firm,1,17 Battery Place,,,New York,New York,10004,United States,+1 212 709 9400,,+1 212 709 9398,,,www.asiifund.com
4591,75588,Contrarian Capital Management LLC,1,Management Firm,1,411 West Putnam Avenue,Suite 425,,Greenwich,Connecticut,06830,United States,+1 203 862 8200,,+1 203 629 1977,,,www.contrariancapital.com
35590,75592,Western Asset Management,1,Management Firm,1,117 Colorado  Boulevard,,,Pasadena,California,91105,United States,+1 626 844 9563,,+1 626 844 9501,,,
35631,75593,Abbey Capital Limited,1,Management Firm,1,1-2 Cavendish Row,Upper O?Connell Street,,Dublin,None,,Ireland,+353 1 828 0400,,+353 1 828 0499,,cgallagher@abbeycapital.com,https://www.abbeycapital.com/disclaimer.aspx?ref=~
35545,75597,Garlock Management Partners LP,1,Management Firm,1,Garlock Management Partners LP,524 Brisham Park Drive,,Franklin,Tennessee,37069,United States,+1 615 599 8511,,+1 615 599 2336,,,www.garlockfund.com
35510,75608,Mathematica Capital Management,1,Management Firm,1,101 California Street,Suite 4010,,San Francisco,California,94920,United States,+1 415 332 4250,,+1 415 383 8875,,,www.mathcapm.com
3199,75609,SVM Asset Management Ltd,1,Management Firm,1,SVM Asset Management Ltd,7 Castle Street,,Edinburgh,None,EH2 3AH,United Kingdom,+44 131 718 5814,,+44 131 226 7799,,,www.svmonline.co.uk/hedge_funds
33976,75615,Litespeed Management LLC,1,Management Firm,1,237 Park Avenue,Suite 801,,New York,New York,10017,United States,+1 212 808 7420,,+1 212 808 7425,,,
35675,75616,Geronimo Partners LLC,1,Management Firm,1,700 17th Street,"Suite 4050, 24th Floor",,Denver,Colorado,80202,United States,+1 303 628 4700,,+1 303 628 4719,,,www.GeronimoPartners.com
35765,75619,Ore Hill Partners Capital Management LLC,1,Management Firm,1,650 Fifth Avenue,9th Floor,,New York,New York,10019,United States,+1 212 389 2350,,+1 212 389 2332,,info@orehill.com,www.orehill.com
4426,75621,Newton Fund LP,1,Management Firm,1,Newton Fund LP,6041 North Fifith Place,,Phoenix,Arizona,85012,United States,+1 602 274 5514,,,,,www.newtonfund.com
72842,75622,Interactive Brokers LLC,2,Investment Advisor,1,One Pickwick Plaza,Suite 200,,Greenwich,Connecticut,06830,United States,+ 866 694 2757,,+  203 618 8072,,mbennett@interactivebrokers.com,www.interactivebrokers.com
39575,75628,SAVOY USA LLC,11,Underwriter/Sponsor,1,SAVOY USA LLC,160 East 48th Street,Suite 11U,New York,New York,10017,United States,+1 917 535 7752,,+1 403 517 2159,,,
35768,75634,Trillian Capital Management LLC,1,Management Firm,1,231 Market Place,#178,,San Ramon,California,94583,United States,+1 925 968 0424,,+1 925 365 0639,,,
72593,75636,Goodwood Inc,1,Management Firm,1,Goodwood Inc.,212 King Street West,Suite 201,Toronto,Ontario,M5H 1K5,Canada,+ 416 203 2522,,+ 416 203 0732,,,www.goodwoodfunds.com
34834,75639,Mirabaud Unit Trust Managers Ltd,1,Management Firm,1,21 St James's Square,,,London,None,SW1Y 4J,United Kingdom,+44 20 7968 2703,,+44 20 7930 4850,,,https://www.mirabaud.com/web_page_fund.xsp?open&do
35774,75642,Berens Capital Management LLC,1,Management Firm,1,One Rockefeller Plaza,23rd Floor,,New York,New York,10020,United States,+1 212 698 2030,,+1 212 698 2021,,,www.berenscapital.com
35467,75646,Mail Capital LLP,1,Management Firm,1,33 St James's Square,,,London,None,SW1Y 4J,United Kingdom,+44 207 661 9783,,,,,
35779,75647,Arbaway Capital Management LLC,1,Management Firm,1,1910 First Street,Suite 406,,Highland Park,Illinois,60035,United States,+1 847 926 8379,,+1 847 926 8380,,,
1488,75648,Royce & Associates LLC,1,Management Firm,1,745 Fifth Avenue,,,New York,New York,10151,United States,+1 212 486 1445,,+1 212 752 8875,,,www.roycefunds.com
35842,75654,Elmwood Capital Inc,1,Management Firm,1,Elmwood Investment Partners LP,65 Queen Street West,Suite 410,Toronto,Ontario,M5H 2M5,Canada,+1 416 703 4352,,+1 416 703 4352,,,www.elmwood-capital.com
51640,75658,Clovis Capital Management LP,1,Management Firm,1,Clovis Capital Management LP,1270 Avenue of the Americas,27th Floor,New York,New York,10020,United States,+1 212 332 1910,,+1 212 332 1901,,,www.cloviscapital.com
35693,75664,CPR Alternative Asset Management,1,Management Firm,1,30 Rue Saint Georges,,,Paris,None,75312,France,,,,,,
35608,75671,Columbus Circle Investors,1,Management Firm,1,Metro Center,One Station Place,,Stamford,Connecticut,06902,United States,+1 203 353 5394,,+1 203 353 5772,,,http://www.columbuscircle.com/index.htm
35842,75673,Elmwood Advisors LLC,11,Underwriter/Sponsor,1,410 Park Avenue,"15th Floor, #207PMB",,New York,New York,10022,United States,+1 917 210 8067,,+1 917 210 8182,,,
4158,75677,Avenue Partners II LLC,11,Underwriter/Sponsor,1,,,,None,None,,United States,,,,,,
35894,75685,Voyager Strategies LLC,1,Management Firm,1,68 Carman Avenue,,,Cedarhurst,New York,11516,United States,+1 516 791 3800,,+1 516 791 0060,,,
35602,75690,Summit Money Management (Bermuda) Limited,1,Management Firm,1,48 Par-La-Ville Road,Suite 269,,Hamilton,None,HM11,Bermuda,+441 293 2765,,+441  293 4089,,,www.cybermuda.bm
35885,75691,Adhia Investment Advisors Inc,1,Management Firm,1,Adhia Investment Advisors Inc,1408 North Westshore Boulevard,Suite 611,Tampa,Florida,33607,United States,+1 813 289 8440,,+1 813 289 8849,,,www.adhiafunds.com
70808,75693,Butterfield Trust (Bermuda) Limited,1,Management Firm,1,Rosebank Centre,11 Bermudiana Road,,Hamilton,None,HM 08,Bermuda,,,,,,
35914,75694,Yi Corporation Inc,1,Management Firm,1,19 South La Salle Street,Suite 800,,Chicago,Illinois,60603,United States,+1 312 863 8947,,+1 312 332 0879,,,
35237,75696,Futuris Asset Management AB,1,Management Firm,1,Norrmalstorg 14,P.O. Box 7040,,Stockholm,None,SE-103,Sweden,+46 8 545 04330,,+46 8 678 2849,,,www.futuris.se
35848,75697,Vega Asset Management I Limited,1,Management Firm,1,Craigmuir Chambers,"P.O. Box 71, Road Town",,Tortola,None,,Virgin Islands,,,,,,
79204,75699,INDOCAM Securities (Bermuda) Limited,2,Investment Advisor,1,Rosebank Centre,11 Bermudiana Road,,Pembroke,None,HM 08,Bermuda,,,,,,
5212,75702,Gale Fund Management Inc,1,Management Firm,1,53 West Jackson Boulevard,Suite 1240,,Chicago,Illinois,60604,United States,+1 312 939 1705,,+1 312 939 1710,,,
35926,75705,Clarion Capital LLC,1,Management Firm,1,230 Park Ave,13th Floor,,New York,New York,10169,United States,+1 212 883 2500,,+1 212 883 2763,,,www.inginvestment.com
37490,75714,Quadrangle Group LLC,1,Management Firm,1,375 Park Avenue,,,New York,New York,10152,United States,+1 212 418 1700,,+1 212 418 1740,,,www.Quadranglegroup.com
1672,75716,Standard Bank Investment Corporation,1,Management Firm,1,Standard Bank House,47-49 La Motte Street,,St Helier,None,JE4 8XR,Jersey,+44 1 534 881188,,+44 1 534 881119,,,www.standardbank.com
35870,75718,Wellington Capital Management,1,Management Firm,1,15303 Ventura Boulevard,Suite 1510,Sherman Oaks,None,California,91403,United States,+1 818 380 8161,,+1 818 380 8188,,,
34261,75719,Symphony Asset Management LLC,1,Management Firm,1,555 California Street,Suite 2975,,San Francisco,California,94104,United States,+1 415 676 4000,,+1 415 676 2480,,info@symphonyasset.com,www.symphonyasset.com
34592,75724,Axis Capital Associates Ltd,1,Management Firm,1,Nuffield House,41-46 Piccadilly,4th Floor,London,None,W1V 0HB,United Kingdom,+44 20 7478 1404,,+44 20 7478 1416,+1 242 362 4111,,
38989,75726,Aviva Investors Global Services Limited,1,Management Firm,1,No. 1 Poultry,,,London,None,EC2R8EJ,United Kingdom,+44 207 809 8231,,+44 207 809 6361,,hedge_funds.uk@avivainvestors.com,
34722,75727,Flyline Partners,1,Management Firm,1,301 Commerce Street,Suite 1300,,Fort Worth,Texas,76102,United States,+1 817 336 6500,,+1 817 332 2038,,,www.flylinepartners.com
35878,75729,Bull Path Capital Management,1,Management Firm,1,Bull Path Capital Management,153 East 53rd Street,55th Floor,New York,New York,10022,United States,+1 212 521 5008,,+1 212 521 5009,,,www.bullpathfunds.com
4099,75732,FIM Limited,2,Investment Advisor,1,FIM Advisers LLP,20 St James's Street,,London,None,SW1A 1E,United Kingdom,+44 20 7389 8900,,+44 20 7389 8911,,,www.fim-group.com
35682,75738,Orion Investment Managers (BVI) Limited,1,Management Firm,1,1105 Burex Kojimachi,3-5-2 Kojimachi Chiyoda-ku,Chiyoda-Ku,Tokyo,None,102-008,Japan,+81 35 216 1136,,+81 35 214 3344,,,
35879,75742,Millbrook Investment Management Company,1,Management Firm,1,Millbrook Investment Management Company,152 West 57th Street,56th Floor,New York,New York,10019,United States,+1 212 918 8900,,+1 212 918 8908,,,http://www.millbrookllc.com/
35865,75751,ADM Capital,1,Management Firm,1,Asia Debt Management Hong Kong Limited,1008 Asia Pacific Finance Towe,3 Garden Road,Central,None,,Hong Kong,+852  2536 4567,,+852  2147 2813,,,www.asiadebt.com
2056,75753,Mariner GP LP,11,Underwriter/Sponsor,1,,,,None,None,,None,,,,,,
33795,75754,Ascendant Capital Management Inc,1,Management Firm,1,Ascendant Capital Management Inc.,444 Adelaidie Street West,Suite 201,Toronto,Ontario,MSV 157,Canada,+1 416 203 6180,,+1 416 203 0874,,,www.ascendantcapital.ca
35212,75763,PlusFunds Group Inc,1,Management Firm,1,1500 Broadway,11th Floor,,New York,New York,10036,United States,+1 212 653 1902,,+1 212 653 1970,,,www.plusfunds.com
35865,75767,NRT Capital Limited,11,Underwriter/Sponsor,1,,,,None,None,,None,,,,,,
35976,75770,CLC Management LLC,1,Management Firm,1,CLC Management LLC,440 S. LaSalle,Suite 2101,Chicago,Illinois,60605,United States,+1 312 362 3496,,+1 312 362 3410,,,
35992,75776,JMR Energy Inc,1,Management Firm,1,51 JFK Parkway,First Floor West,,Short Hills,New Jersey,07078,United States,+1 973 218 2574,,+1 973 218 2774,,,
4556,75778,Societe Generale Fimat,11,Underwriter/Sponsor,1,,,,None,None,,None,,,,,,
35984,75779,VN Capital Management LLC,1,Management Firm,1,VN Capital Management LLC,1133 Broadway,Suite 1609,New York,New York,10010,United States,+1 212 393 1140,,+1 212 393 1148,,jtv@vncapital.net,www.vncapital.net
35470,75783,Aurum Mirelis Fund Management Ltd,1,Management Firm,1,P.O. Box HM 1806,Century House,16 Par-la-Ville Road,Hamilton,None,HM HX,Bermuda,+44 20 7589 1130,,+44 20 7581 1780,,,www.aurumfunds.com
35996,75784,Optimal Investment Services SA,1,Management Firm,1,Optimal Investment Services S.A.,2-4 place des Alpes,CP 1824,Geneva,None,CH- 121,Switzerland,+41 22 909 7474,,+41 22 909 6222,,,www.optimal.biz
33917,75788,S Squared Technology Corp,1,Management Firm,1,515 Madison Avenue,Suite 4200,,New York,New York,10022,United States,+1 212 421 2155,,+1 212 838 3783,,,
35945,75789,Moloco Capital Partners LLC,1,Management Firm,1,Moloco Capital Partners LLC,329 Rheem Boulevard,Suite 103,Moraga,California,94556,United States,+1 925 377 0602,,+1 925 377 0603,,,www.molocopartners.com
35981,75790,"Summa Capital Management, LLC",1,Management Firm,1,43 Farnsworth Street,,,Hamden,Connecticut,06517,United States,,,,,,
36054,75800,Maximus Capital Management Ltd,1,Management Firm,1,Lyford Manor,Lyford Cay,P.O. Box N-7776,Nassau,None,,Bahamas,,,,,,
606,75804,Man Group Plc,11,Underwriter/Sponsor,1,Sugar Quay,Lower Thames Street,,London,None,EC3R 6D,United Kingdom,+44 020 7144 1000,,,,investor@mangroupplc.com,www.maninvestments.com
36064,75806,KV1 Asset Management LLC,1,Management Firm,1,86 Summit Avenue,,,Summit,New Jersey,07901,United States,+1 908 273 2350,,+1 908 273 2520,,,www.kv1.com
38733,75820,Bedford Oak Advisers LLC,1,Management Firm,1,100 South Bedford Road,,,Mt. Kisco,New York,10549,United States,+1 914 242 5725,,+1 914 242 5798,,,www.bedfordoak.com
35890,75827,FX Opportunity Advisory Ltd,1,Management Firm,1,c/o GTC Corporate Services Ltd,PO Box SS 5383,"Sassoon House, Shirley Street",Nassau,None,,Bahamas,,,,,,
36021,75830,Enhanced Investment Products Limited,2,Investment Advisor,1,Suite 337,10 Ice House Street,Central,Hong Kong,None,,Hong Kong,+852 2110 8600,,+852 2119 8089,,info@eip.com.hk,www.eip.com.hk
33970,75835,Corriente Capital Management LP,1,Management Firm,1,"Corriente Advisors, LLC",301 Commerce Street,Suite 1840,Fort Worth,Texas,76102,United States,+1 817 870 0405,,+1 817 870 0401,,,www.corrientecapital.com
35826,75836,Akanthos Capital Management LLC,1,Management Firm,1,21700 Oxnard Street,Suite 1520,,Woodland Hills,California,91367-7,United States,+1 818 883 8270,,+1 818 883 8271,,info@akanthoscapital.com,www.akanthoscapital.com
35161,75838,Phylon Investment Advisors LLP,1,Management Firm,1,4/5 Grosvenor Place,,,London,None,SW1X 7D,United Kingdom,+44 207 201 1124,,+44 207 201 1121,,,www.phylon-ir.com
3278,75851,Arundel Partners Limited,2,Investment Advisor,1,Saffrey Square,Suite 205,,Nassau,None,N-8188,Bahamas,,,,,,www.arundelpartners.com
35764,75856,Magi Capital Partners,1,Management Firm,1,33 Catherine Place,,,London,None,SW1E 6D,United Kingdom,,,,,,www.magicapital.com
35884,75874,CP Baker LLC,1,Management Firm,1,CP Baker LLC,303 Congress Street,Suite 301,Boston,Massachusetts,02210,United States,+1 617 439 3260,,+1 617 439 4450,,,www.cpbaker.com
33928,75876,Acropolis Capital Partners Limited,1,Management Firm,1,73 Brook Street,,,London,None,W1K 4HX,United Kingdom,+44 207 493 5975,,+44 207 493 5977,,nadia@acropolis-capital.com,www.acropolis-capital.com
37635,75878,Farara George-Creque & Kerins,2,Investment Advisor,1,125 Main Street,PO Box 144,Main Street,Road Town,None,,Virgin Islands,+1 284 494 2717,,+1 203 254 6060,,,
36118,75879,Eagle Asset Management,1,Management Firm,1,Eagle Asset Management,880 Carillon Parkway,PO Box 10520,St Petersburg,Florida,33733,United States,+1 727 573 2453,,+1 727 573 8020,,,www.eagleasset.com
36119,75884,EB Management 1 LLC,11,Underwriter/Sponsor,1,8220 W Adam Ave,Peoria,,None,Arizona,85382,United States,+1 623 561 0517,,,,,
1099,75886,Paradigm Global Advisors LLC,1,Management Firm,1,650 Fifth Avenue,14th Floor,,New York,New York,10019,United States,+1 212 271 3388,,+1 212 271 3395,,,www.paradigmadvisors.net
35435,75890,Rhicon Currency Management (UK) Ltd,1,Management Firm,1,105 Piccadilly,,,London,None,W1J 7NJ,United Kingdom,+44 20 7355 1050,,+44 20 7629 2526,,,www.rhiconccy.com
36345,75896,OKUMUS Diversified Value Advisor,11,Underwriter/Sponsor,1,,,,None,None,,None,,,,,,
36353,75901,"Bailard, Biehl & Kaiser",1,Management Firm,1,"Bailard, Biehl & Kaiser",950 Tower Lane,Suite 1900,Foster City,California,94404,United States,+1 650 571 5800,,+1 650 573 7128,,,
35626,75906,OFI Institutional Asset Management Inc,2,Investment Advisor,1,,,,None,None,,None,,,,,,
36041,75912,Klig Capital Ltd,1,Management Firm,1,Klig Capital Ltd,PO Box 1234 GT,"Queensgate House, South Church",Grand Cayman,None,,Cayman Islands,+55 11 3707 1457,,+1 212 937 3152,,,
37344,75917,HSBC Alternative Investment Limited,1,Management Firm,1,78 St James's Street,,,London,None,SW1A 1E,United Kingdom,+44 20 7024 0592,,+44 20 7549 7553,,,http://www.hsbcril.com/Home/tabid/36/Default.aspx
36391,75921,Agility Management LLC,1,Management Firm,1,788 Harrison St. # 512,,,San Francisco,California,94107,United States,+1 415 420 4169,,+1 661 420 7287,,,www.agilityfund.com
39635,75936,Eden Rock Capital Management Limited,2,Investment Advisor,1,Eden Rock Capital Management,50 Curzon Street,5th Floor,London,None,W1J 7UW,United Kingdom,+44 207 079 1600,,+44 207 079 1601,,,www.edenrockcm.com
36470,75943,Sorrentino Asset Management Inc.,1,Management Firm,1,3500 Pacific Avenue,,,Virginia Beach,Virginia,23451,United States,+1 540 985 6444,,+1 540 297 7678,,,
36484,75946,Dalton Strategic Partnership LLP,1,Management Firm,1,"Princes Court (3rd Floor), 7 Princes St.",,,London,None,EC2R 8A,United Kingdom,+44 20 7367 5400,,+44 20 7367 5401,,,www.daltonsp.com
35239,75950,Manticore Capital AB,1,Management Firm,1,Norrmalmstorg 14,Box 7057,,Stockholm,None,SE-103,Sweden,+46 8 506 461 00,,+46 8 506 461 50,,,
35809,75951,FORT LP,1,Management Firm,1,2 Wisconsin Circle,Suite 850,Chevy Chase,None,Maryland,20815,United States,+1 301 986 6940,,+1 301 986 6930,,,www.fortlp.com
36508,75955,First Capital Management Ltd,1,Management Firm,1,1 Cornhill,,,London,None,EV3V 3N,United Kingdom,+44 120 6265 115,,+44 120 6265 118,,,
57211,75964,Day Trade Asset Management,1,Management Firm,1,22 Avenue de Friedland,,,Paris,None,75001,France,+33 14 225 9064,,+33 14 225 9079,,,www.dtam.fr
36472,75973,Scopia Management Inc,1,Management Firm,1,Scopia Capital,450 Seventh Avenue - 43 Floor,,New York,New York,10123,United States,+1 212 370 0303,,+1 212 370 0404,,,
36511,75978,Brait Specialized Funds US Inc,1,Management Firm,1,Brait Specialized Funds US Inc,80 Lincoln Street 6th Floor,,Boston,Massachusetts,02111,United States,+1 617 351 0222,,+1 617 687 5538,,,
36254,75986,"Stone Structured Products Group, LLC",1,Management Firm,1,275 Madison Avenue,Suite 1505,,New York,New York,10016,United States,+1 917 822 4060,,+1 212 202 3856,,,
35755,75991,Green Street Capital Management LLC,1,Management Firm,1,"340 Pine St.,",Suite 401,,San Francisco,California,94104,United States,+1 415 296 9991,,+1 415 296 9995,,,
36522,75995,Lucas Capital Management LLC,1,Management Firm,1,328 Newman Springs Road,,,Redbank,New Jersey,08753,United States,+1 732 758 1004,,+1 732 741 3270,,,www.lucascapital.com
35809,75997,FORT Global LLC,11,Underwriter/Sponsor,1,2 Wisconsin Circle,Suite 850,Chevy Chase,None,Maryland,MD 2081,United States,+1 310 986 6940,,+1 301 986 6930,,,
36361,75998,Venus Series Trust,11,Underwriter/Sponsor,1,99 Summer Street,Suite # M100,,Boston,Massachusetts,02110,United States,+1 617 423 1901,,,,,
39500,75999,Japan Advisory Ltd,2,Investment Advisor,1,,,,None,None,,None,,,,,,
36400,76002,Wermuth Asset Management Gmbh,2,Investment Advisor,1,Bahnstraße 30c,,,Mainz,None,55128,Germany,+49 6131 33 9610,,+49 6131 33 96110,,,http://www.wermutham.com
36251,76005,Maple Financial Group Inc,1,Management Firm,1,79 Wellington Street West,Suite 3500,,Toronto,Ontario,M5K 1K7,Canada,+1 416 350 8200,,+1 416 350 8221,,,www.maplefinancial.com
37490,76008,QDR GP LLC,11,Underwriter/Sponsor,1,375 Park Avenue,,,New York,New York,10152,United States,+1 212 418 1700,,+1 212 418 1740,,,
36726,76012,Chromatic Capital Management LLC,1,Management Firm,1,401 South LaSalle Street,Suite 700,,Chicago,Illinois,60605,United States,+1 312 786 5274,,+1 312 786 5276,,,
36276,76016,E H Capital Group LLC,1,Management Firm,1,650 Fifth Avenue,11th Floor,,New York,New York,10019,United States,+1 212 265 3000,,+1 212 265 3099,,,www.ehcg.com
